time_s,rel_field.data2,rel_field.data3
1.888263969,759,892
1.890245266,761,894
1.892288814,764,895
1.894290868,766,897
1.896262997,768,899
1.898272997,770,901
1.900275123,772,903
1.902253063,774,905
1.904242504,776,907
1.906293455,778,909
1.908278406,781,911
1.910230957,783,913
1.912221157,785,915
1.914284144,788,917
1.916263841,790,919
1.918201579,792,921
1.920206256,794,923
1.922281463,796,925
1.924253065,798,927
1.926232199,800,930
1.928211707,802,932
1.930223472,804,934
1.932193333,806,936
1.934249303,808,938
1.936252274,810,940
1.938194146,812,943
1.940208246,814,945
1.94221408,816,947
1.944214393,817,949
1.946213249,819,951
1.948177848,819,954
1.950186375,821,956
1.952168566,822,958
1.954165265,823,960
1.956202512,825,962
1.958164829,826,964
1.960140998,827,966
1.962097069,829,968
1.96413256,830,970
1.966090361,831,973
1.968113474,832,975
1.97009925,833,977
1.972124957,835,980
1.974135469,836,982
1.976133455,837,984
1.978109837,839,986
1.980133112,840,988
1.982085442,841,990
1.9840911,842,992
1.986198067,844,994
1.988100497,845,996
1.990177243,847,997
1.992129123,848,999
1.994072402,849,1001
1.996094948,851,1003
1.998052613,853,1004
2.000145095,853,1006
2.002196035,856,1008
2.004136297,857,1009
2.006040989,859,1010
2.008074288,860,1012
2.010039884,863,1013
2.012041825,864,1015
2.014097208,866,1016
2.016053961,868,1017
2.018099109,869,1018
2.020049221,872,1020
2.022064146,873,1021
2.024072829,875,1022
2.026098764,877,1023
2.028064337,880,1025
2.029997831,881,1025
2.032038748,883,1026
2.034001604,885,1028
2.036062185,887,1029
2.038074289,889,1030
2.040035794,892,1031
2.041998029,893,1032
2.044090502,895,1033
2.046041222,897,1034
2.048060969,899,1035
2.05003613,901,1036
2.052054007,903,1036
2.053999973,904,1038
2.056017314,906,1038
2.058004274,907,1040
2.060082931,909,1041
2.061998321,910,1042
2.06400698,911,1043
2.06596832,913,1045
2.068032128,914,1046
2.070013901,915,1047
2.072013375,916,1049
2.073983993,917,1051
2.076054474,917,1052
2.077957947,918,1054
2.080011284,918,1055
2.081957206,918,1057
2.084004856,919,1058
2.085943435,919,1060
2.087935421,919,1062
2.089944469,919,1063
2.09188892,919,1065
2.093956793,919,1067
2.095916121,919,1068
2.097916581,920,1070
2.099890043,920,1072
2.101864237,920,1074
2.103860137,920,1076
2.105866964,920,1078
2.107876222,920,1080
2.109852526,920,1081
2.11184499,920,1083
2.113872954,920,1085
2.115813875,920,1087
2.117791217,921,1088
2.119752189,921,1090
2.121852681,922,1091
2.123827,922,1093
2.12583962,923,1094
2.127772434,923,1096
2.129805119,924,1097
2.131801208,925,1098
2.133762704,927,1100
2.135805893,927,1101
2.137823824,929,1102
2.139892539,930,1103
2.141915313,932,1104
2.143868238,933,1106
2.145861474,935,1107
2.147806018,937,1107
2.14976169,939,1109
2.151782676,941,1109
2.153739014,943,1110
2.155769674,945,1111
2.15773626,947,1112
2.159765969,950,1112
2.161734765,952,1113
2.16374222,955,1114
2.165725453,956,1114
2.167742189,958,1115
2.169703617,961,1116
2.171759289,963,1116
2.173748989,965,1117
2.175784224,967,1118
2.177713735,969,1119
2.179745386,971,1119
2.181741168,973,1120
2.183740188,975,1121
2.185744494,977,1122
2.187755221,979,1123
2.189709512,981,1123
2.191680744,982,1124
2.192753589,983,1125
2.194705411,985,1126
2.196708822,986,1127
2.19870079,988,1128
2.20083425,989,1129
2.20284684,990,1131
2.204770815,991,1132
2.206857507,992,1133
2.208774169,993,1135
2.210735729,994,1136
2.21265587,995,1138
2.21462942,995,1139
2.216651486,995,1141
2.218754334,996,1142
2.22071412,996,1144
2.222693641,996,1145
2.224753885,996,1147
2.226758419,997,1148
2.228665403,997,1150
2.230695857,997,1152
2.232673066,997,1153
2.23463656,998,1155
2.236689056,998,1156
2.238645334,998,1157
2.240684911,999,1159
2.242653375,999,1161
2.24465974,999,1162
2.246692577,999,1163
2.248689255,1000,1165
2.250672883,1000,1165
2.252658864,1000,1166
2.254699711,1001,1168
2.256664461,1001,1169
2.258617734,1002,1170
2.260653591,1002,1171
2.262587333,1003,1171
2.264610092,1003,1172
2.266616835,1004,1173
2.268574558,1005,1173
2.270629527,1005,1174
2.272563572,1006,1174
2.274611204,1007,1175
2.276580706,1008,1175
2.278594234,1009,1176
2.280616433,1011,1176
2.282550706,1011,1176
2.284545252,1014,1176
2.286565434,1015,1177
2.288637607,1017,1177
2.290579032,1019,1177
2.292575722,1020,1177
2.294558089,1022,1177
2.296562872,1024,1177
2.298582071,1025,1177
2.30056536,1027,1178
2.302559117,1028,1178
2.304494507,1030,1178
2.306502779,1032,1179
2.308534712,1033,1179
2.310523053,1034,1180
2.312511616,1036,1181
2.314507941,1037,1182
2.316501959,1038,1182
2.318514748,1039,1183
2.320544063,1040,1184
2.322541755,1041,1186
2.324539818,1042,1187
2.326532172,1043,1188
2.32852461,1044,1189
2.330449896,1044,1190
2.332398613,1045,1192
2.334458229,1045,1193
2.336460122,1046,1195
2.338422031,1046,1196
2.340411329,1046,1198
2.342438857,1047,1200
2.34448831,1047,1201
2.346455012,1048,1203
2.348466243,1048,1205
2.350441651,1048,1207
2.352486433,1048,1209
2.354380729,1048,1211
2.356415391,1048,1213
2.358447715,1049,1215
2.360466728,1049,1218
2.362459344,1049,1220
2.364487201,1049,1222
2.36652427,1050,1224
2.368457627,1050,1226
2.370385305,1050,1228
2.372372615,1050,1231
2.374376636,1050,1233
2.376369187,1050,1235
2.378395653,1051,1237
2.380424748,1051,1240
2.382373415,1051,1242
2.384372385,1052,1244
2.386364303,1052,1247
2.388410858,1053,1249
2.390373821,1053,1251
2.392357371,1054,1252
2.394351426,1055,1255
2.396419193,1056,1257
2.398420788,1057,1258
2.400385831,1058,1260
2.402368925,1059,1262
2.404430284,1061,1263
2.406345478,1062,1265
2.408378552,1063,1266
2.410398398,1065,1268
2.412402745,1066,1270
2.414392388,1068,1271
2.416371604,1069,1272
2.418405107,1071,1273
2.420362074,1074,1275
2.422371254,1075,1276
2.424327832,1078,1277
2.426334192,1080,1278
2.42825333,1082,1279
2.430249254,1085,1280
2.432268654,1087,1281
2.434252133,1090,1282
2.436269832,1092,1284
2.438281915,1094,1284
2.44025905,1097,1285
2.442284041,1099,1286
2.444268111,1101,1287
2.446267676,1103,1289
2.448227471,1105,1290
2.450239176,1108,1291
2.452222892,1110,1292
2.454223901,1112,1293
2.456252467,1114,1294
2.458213889,1117,1296
2.460185819,1118,1297
2.462248145,1120,1298
2.464233069,1122,1299
2.46627317,1124,1301
2.468203359,1126,1303
2.470220137,1128,1304
2.472215031,1130,1305
2.474265997,1131,1307
2.476284731,1133,1309
2.478305803,1134,1311
2.480172147,1136,1312
2.482284408,1137,1313
2.48416599,1139,1316
2.486220493,1139,1318
2.488114224,1141,1320
2.490254665,1142,1320
2.492135497,1143,1322
2.494224514,1143,1325
2.496137564,1144,1327
2.498174939,1144,1330
2.500223179,1144,1331
2.502294226,1145,1334
2.504082001,1145,1336
2.506088323,1145,1338
2.50811184,1146,1340
2.510082626,1146,1343
2.512195802,1146,1344
2.514142661,1146,1348
2.516134268,1147,1351
2.518103206,1147,1353
2.520096977,1148,1355
2.5221329,1148,1357
2.524134802,1149,1360
2.526072677,1150,1362
2.528092891,1150,1364
2.530030629,1151,1366
2.532089311,1152,1367
2.534186066,1153,1371
2.536155146,1154,1372
2.538118603,1156,1375
2.540110374,1156,1375
2.542148264,1158,1377
2.54409484,1160,1380
2.546135657,1162,1381
2.548151695,1164,1383
2.550103035,1165,1385
2.552116685,1167,1387
2.554050058,1169,1388
2.556093669,1171,1390
2.558089956,1173,1391
2.5600916,1175,1392
2.562127915,1177,1394
2.564105502,1181,1396
2.566053544,1183,1397
2.568071752,1184,1398
2.570089095,1187,1399
2.572231769,1191,1400
2.574028068,1192,1401
2.576104647,1195,1402
2.577936492,1197,1403
2.580035309,1200,1404
2.581999869,1202,1405
2.584073034,1204,1406
2.585967277,1206,1407
2.588049578,1209,1408
2.589948406,1211,1410
2.591978362,1214,1411
2.594001731,1216,1412
2.595996516,1218,1413
2.597995277,1220,1414
2.599983442,1223,1416
2.601934544,1225,1417
2.603920697,1226,1419
2.605896467,1228,1420
2.607912363,1229,1422
2.609908173,1231,1423
2.612019351,1232,1425
2.613994003,1234,1426
2.615970759,1235,1428
2.617965855,1236,1430
2.619912609,1238,1432
2.621923791,1239,1434
2.623870724,1240,1436
2.625921371,1241,1438
2.627953786,1243,1440
2.629937036,1243,1442
2.631938826,1245,1445
2.633935965,1245,1447
2.635878913,1246,1449
2.637836248,1247,1452
2.639865036,1248,1454
2.641861191,1248,1456
2.643882973,1249,1459
2.645894855,1249,1461
2.647878915,1249,1464
2.649885338,1250,1466
2.651886001,1250,1468
2.653878765,1250,1470
2.655817684,1250,1473
2.657862608,1251,1475
2.659876075,1251,1477
2.661840881,1252,1480
2.663858601,1252,1482
2.665840302,1253,1484
2.66782083,1253,1487
2.669775914,1254,1489
